survived,pclass,age,sibsp,parch,fare,adult_male,embark_town,alive,alone,sex_male,embarked_q,embarked_s,class_Second,class_Third,who_man,who_woman
1,3,-1.0878621653419493,-0.5345451980491797,-0.5007544611783037,-0.8121297823429329,False,queenstown,yes,True,0,1,0,0,1,0,0
1,1,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,0.38965488979250806,True,southampton,yes,True,1,0,1,0,0,1,0
0,3,-1.6180418052243792,2.496717205522388,0.6896894265922036,-0.24140586910616751,False,southampton,no,False,0,0,1,0,1,0,0
1,3,0.6541566514146058,0.47587560314134286,5.451464977674232,0.20974242040111785,False,southampton,yes,False,0,0,1,0,1,0,1
0,3,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,-0.8473116930747399,True,cherbourg,no,True,1,0,0,0,1,1,0
0,1,-0.7849023711234181,2.496717205522388,1.8801333143627108,2.0485572268634304,True,southampton,no,False,1,0,1,0,0,1,0
1,3,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,-0.8186919392812206,False,queenstown,yes,True,0,1,0,0,1,0,1
0,3,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,-0.8179657272467168,True,southampton,no,True,1,0,1,0,1,1,0
0,1,0.8056365485238715,-0.5345451980491797,-0.5007544611783037,0.049332681430319054,True,cherbourg,no,True,1,0,0,0,0,1,0
1,1,-0.10324283413172257,0.47587560314134286,-0.5007544611783037,2.0485572268634304,False,cherbourg,yes,False,0,0,0,0,0,0,1
1,3,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,-0.8243441437907325,False,queenstown,yes,True,0,1,0,0,1,0,1
0,2,2.206825596784579,-0.5345451980491797,-0.5007544611783037,-0.7040379332554565,True,southampton,no,True,1,0,1,1,0,1,0
0,1,-0.10324283413172257,0.47587560314134286,-0.5007544611783037,2.0485572268634304,True,cherbourg,no,False,1,0,0,0,0,1,0
0,1,0.9571164456331371,0.47587560314134286,-0.5007544611783037,1.1114921530041646,True,southampton,no,False,1,0,1,0,0,1,0
1,3,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,-0.8471279526804678,True,cherbourg,yes,True,1,0,0,0,1,1,0
0,3,-0.6334224740141524,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,True,southampton,no,True,1,0,1,0,1,1,0
0,3,-0.8606423196780509,1.4862964043318654,-0.5007544611783037,-0.3759300863410671,False,southampton,no,False,0,0,1,0,1,0,1
1,3,-1.1636021138965822,0.47587560314134286,-0.5007544611783037,-0.6715902545812694,False,cherbourg,yes,False,0,0,0,0,1,0,0
0,3,0.8056365485238715,0.47587560314134286,-0.5007544611783037,-0.7488793390004231,False,southampton,no,False,0,0,1,0,1,0,1
0,2,-0.1789827826863554,0.47587560314134286,-0.5007544611783037,-0.24468694757531137,False,southampton,no,False,0,0,1,1,0,0,1
0,3,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,-0.8179657272467168,True,cherbourg,no,True,1,0,0,0,1,1,0
1,2,-1.9967415479975434,0.47587560314134286,1.8801333143627108,0.6556059861874355,False,cherbourg,yes,False,0,0,0,1,0,0,0
1,3,-0.7849023711234181,-0.5345451980491797,-0.5007544611783037,-0.8186919392812206,False,queenstown,yes,True,0,1,0,0,1,0,1
0,3,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,True,southampton,no,True,1,0,1,0,1,1,0
0,3,-0.10324283413172257,0.47587560314134286,-0.5007544611783037,-0.48529936864586354,True,queenstown,no,False,1,1,0,0,1,1,0
0,3,-0.10324283413172257,1.4862964043318654,-0.5007544611783037,-0.2149735009587442,True,cherbourg,no,False,1,0,0,0,1,1,0
0,3,-0.8606423196780509,0.47587560314134286,-0.5007544611783037,-0.38467962892545077,False,southampton,no,False,0,0,1,0,1,0,1
0,3,-1.693781753779012,3.50713800671291,0.6896894265922036,0.5728484376530422,False,southampton,no,False,1,0,1,0,1,0,0
0,3,-0.6334224740141524,-0.5345451980491797,-0.5007544611783037,-0.8221567581446366,True,southampton,no,True,1,0,1,0,1,1,0
1,1,1.487296085515567,0.47587560314134286,-0.5007544611783037,2.0485572268634304,False,cherbourg,yes,False,0,0,0,0,0,0,1
1,2,-0.02750288557708974,0.47587560314134286,-0.5007544611783037,-0.025948382965718463,False,southampton,yes,False,0,0,1,1,0,0,1
0,1,2.206825596784579,-0.5345451980491797,0.6896894265922036,1.5480593297945746,True,cherbourg,no,False,1,0,0,0,0,1,0
1,2,-0.6334224740141524,-0.5345451980491797,-0.5007544611783037,-0.7040379332554565,False,southampton,yes,True,0,0,1,1,0,0,1
0,3,-0.06537285985440616,-0.5345451980491797,-0.5007544611783037,-0.8471279526804678,True,cherbourg,no,True,1,0,0,0,1,1,0
1,2,-1.8452616508882778,0.47587560314134286,1.8801333143627108,0.05061011464763905,False,southampton,yes,False,0,0,1,1,0,0,0
0,3,-1.3908219595604807,4.517558807903433,1.8801333143627108,0.8883788171023798,False,southampton,no,False,1,0,1,0,1,0,0
0,3,-0.5576825254595196,-0.5345451980491797,-0.5007544611783037,-0.8471279526804678,True,cherbourg,no,True,1,0,0,0,1,1,0
1,1,0.6541566514146058,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,False,nan,yes,True,0,0,1,0,0,0,1
0,1,1.1843362912970357,0.47587560314134286,-0.5007544611783037,2.0485572268634304,True,southampton,no,False,1,0,1,0,0,1,0
0,3,-1.9210015994429106,2.496717205522388,1.8801333143627108,0.057172271585926776,False,southampton,no,False,1,0,1,0,1,0,0
0,1,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,0.049332681430319054,True,cherbourg,no,True,1,0,0,0,0,1,0
1,3,-0.10324283413172257,0.47587560314134286,0.6896894265922036,-0.4964200372706153,True,cherbourg,yes,False,1,0,0,0,1,1,0
1,2,-0.02750288557708974,-0.5345451980491797,-0.5007544611783037,-0.7040379332554565,False,southampton,yes,True,0,0,1,1,0,0,1
0,3,-0.7849023711234181,-0.5345451980491797,-0.5007544611783037,-0.8064819526047132,True,southampton,no,True,1,0,1,0,1,1,0
1,3,-0.9363822682326838,3.50713800671291,1.8801333143627108,-0.8166882940293968,False,southampton,yes,False,0,0,1,0,1,0,1
0,3,-0.25472273124098826,1.4862964043318654,-0.5007544611783037,-0.784424355749482,True,southampton,no,False,1,0,1,0,1,1,0
0,2,0.19971696008680875,-0.5345451980491797,-0.5007544611783037,-0.7040379332554565,True,southampton,no,True,1,0,1,1,0,1,0
0,3,-1.0121222167873165,4.517558807903433,1.8801333143627108,0.8883788171023798,False,southampton,no,False,0,0,1,0,1,0,1
0,2,-0.6334224740141524,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,True,southampton,no,True,1,0,1,1,0,1,0
0,3,-0.25472273124098826,0.47587560314134286,-0.5007544611783037,-0.531050726819606,True,cherbourg,no,False,1,0,0,0,1,1,0
1,3,0.19971696008680875,-0.5345451980491797,-0.5007544611783037,1.3081731207585263,True,southampton,yes,True,1,0,1,0,1,1,0
0,3,-0.3304626797956211,-0.5345451980491797,-0.5007544611783037,-0.8287189150829243,True,southampton,no,True,1,0,1,0,1,1,0
1,2,-2.1610972363610967,-0.5345451980491797,1.8801333143627108,0.10529475580003728,False,southampton,yes,False,1,0,1,1,0,0,0
1,3,0.0482370629775431,-0.5345451980491797,-0.5007544611783037,-0.6176362002346673,False,southampton,yes,True,0,0,1,0,1,0,1
0,3,-0.5576825254595196,-0.5345451980491797,-0.5007544611783037,-0.7696595026383344,True,southampton,no,True,1,0,1,0,1,1,0
1,3,-0.02750288557708974,-0.5345451980491797,-0.5007544611783037,-0.7477856461773751,True,southampton,yes,True,1,0,1,0,1,1,0
1,3,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,-0.8227036045561608,False,queenstown,yes,True,0,1,0,0,1,0,1
0,1,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,0.8971283596867636,True,southampton,no,True,1,0,1,0,0,1,0
1,2,-0.9363822682326838,-0.5345451980491797,-0.5007544611783037,-0.7040379332554565,False,southampton,yes,True,0,0,1,1,0,0,1
1,3,0.2754569086414416,2.496717205522388,-0.5007544611783037,-0.46998766912319206,False,southampton,yes,False,0,0,1,0,1,0,1
0,3,-1.0121222167873165,0.47587560314134286,3.070577202133218,0.34043871275534965,True,southampton,no,False,1,0,1,0,1,1,0
1,1,-0.48194257690488673,2.496717205522388,1.8801333143627108,2.0485572268634304,False,southampton,yes,False,0,0,1,0,0,0,1
0,3,-0.4062026283502539,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,True,southampton,no,True,1,0,1,0,1,1,0
0,3,-0.02750288557708974,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,True,southampton,no,True,1,0,1,0,1,1,0
0,3,-0.7091624225687853,-0.5345451980491797,-0.5007544611783037,-0.8197856321042687,True,southampton,no,True,1,0,1,0,1,1,0
0,1,1.2600762398516685,0.47587560314134286,-0.5007544611783037,1.5128774190627674,True,southampton,no,False,1,0,1,0,0,1,0
0,3,-0.25472273124098826,0.47587560314134286,1.8801333143627108,-0.2632797255671268,True,southampton,no,False,1,0,1,0,1,1,0
0,3,2.206825596784579,-0.5345451980491797,-0.5007544611783037,-0.8462180002516918,True,southampton,no,True,1,0,1,0,1,1,0
0,1,2.206825596784579,-0.5345451980491797,-0.5007544611783037,0.35265307420314945,True,cherbourg,no,True,1,0,0,0,0,1,0
1,1,-0.48194257690488673,-0.5345451980491797,0.6896894265922036,1.6083918006851923,True,cherbourg,yes,False,1,0,0,0,0,1,0
1,2,0.35119685719607446,-0.5345451980491797,0.6896894265922036,-0.15719152173147422,False,southampton,yes,False,0,0,1,1,0,0,1
0,2,0.35119685719607446,0.47587560314134286,-0.5007544611783037,-0.025948382965718463,True,southampton,no,False,1,0,1,1,0,1,0
0,3,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,-0.8179657272467168,False,southampton,no,True,0,0,1,0,1,0,1
0,1,-0.6334224740141524,-0.5345451980491797,0.6896894265922036,2.0485572268634304,True,southampton,no,False,1,0,1,0,0,1,0
0,3,0.2754569086414416,-0.5345451980491797,-0.5007544611783037,-0.7847874617667338,True,southampton,no,True,1,0,1,0,1,1,0
0,3,0.5784167028599729,1.4862964043318654,-0.5007544611783037,-0.8166882940293968,True,southampton,no,False,1,0,1,0,1,1,0
1,3,-0.6334224740141524,-0.5345451980491797,-0.5007544611783037,-0.8287189150829243,False,southampton,yes,True,0,0,1,0,1,0,1
1,3,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,-0.8232504509676845,True,southampton,yes,True,1,0,1,0,1,1,0
0,3,0.6541566514146058,-0.5345451980491797,-0.5007544611783037,-0.8179657272467168,True,southampton,no,True,1,0,1,0,1,1,0
1,3,-0.10324283413172257,0.47587560314134286,-0.5007544611783037,-0.1068816518712679,False,queenstown,yes,False,0,1,0,0,1,0,1
0,1,1.3358161884063013,-0.5345451980491797,-0.5007544611783037,1.1114921530041646,True,southampton,no,True,1,0,1,0,0,1,0
0,3,-1.1257321396192659,0.47587560314134286,-0.5007544611783037,-0.531050726819606,False,cherbourg,no,False,0,0,0,0,1,0,0
0,3,-0.5576825254595196,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,True,southampton,no,True,1,0,1,0,1,1,0
0,3,-0.7091624225687853,0.47587560314134286,-0.5007544611783037,-0.7335676394777515,False,southampton,no,False,0,0,1,0,1,0,1
0,3,-0.9363822682326838,-0.5345451980491797,-0.5007544611783037,-0.5308713611966261,False,cherbourg,no,True,0,0,0,0,1,0,1
0,3,-0.6334224740141524,-0.5345451980491797,-0.5007544611783037,-0.8166882940293968,True,southampton,no,True,1,0,1,0,1,1,0
0,3,2.206825596784579,-0.5345451980491797,-0.5007544611783037,-0.8243441437907325,True,queenstown,no,True,1,1,0,0,1,1,0
0,2,-0.02750288557708974,0.47587560314134286,-0.5007544611783037,-0.24468694757531137,True,southampton,no,False,1,0,1,1,0,1,0
0,1,-0.4062026283502539,-0.5345451980491797,0.6896894265922036,2.0485572268634304,True,cherbourg,no,False,1,0,0,0,0,1,0
0,3,-2.0724814965521765,3.50713800671291,1.8801333143627108,0.204820802697402,False,southampton,no,False,0,0,1,0,1,0,0
0,2,-0.6334224740141524,1.4862964043318654,-0.5007544611783037,2.0485572268634304,True,southampton,no,False,1,0,1,1,0,1,0
0,2,0.23758693436412517,0.47587560314134286,-0.5007544611783037,0.15213980679682762,True,cherbourg,no,False,1,0,0,1,0,1,0
1,2,0.23758693436412517,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,False,southampton,yes,True,0,0,1,1,0,0,1
0,1,1.8659958282887312,-0.5345451980491797,0.6896894265922036,2.0485572268634304,True,southampton,no,False,1,0,1,0,0,1,0
1,3,-1.3150820110058479,0.47587560314134286,-0.5007544611783037,-0.6715902545812694,False,cherbourg,yes,False,1,0,0,0,1,0,0
0,3,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,-0.8243441437907325,True,queenstown,no,True,1,1,0,0,1,1,0
1,3,-0.4062026283502539,-0.5345451980491797,-0.5007544611783037,-0.8509558775611357,True,southampton,yes,True,1,0,1,0,1,1,0
1,3,-0.10324283413172257,0.47587560314134286,0.6896894265922036,-0.18526442911346935,False,cherbourg,yes,False,0,0,0,0,1,0,1
0,3,1.1843362912970357,-0.5345451980491797,-0.5007544611783037,-0.8582486213052195,True,southampton,no,True,1,0,1,0,1,1,0
0,3,0.2754569086414416,-0.5345451980491797,-0.5007544611783037,-0.8179657272467168,True,cherbourg,no,True,1,0,0,0,1,1,0
0,3,-0.7091624225687853,-0.5345451980491797,-0.5007544611783037,-0.8549675428360756,True,southampton,no,True,1,0,1,0,1,1,0
0,3,1.3358161884063013,0.47587560314134286,-0.5007544611783037,-0.5290470815677821,False,southampton,no,False,0,0,1,0,1,0,1
0,2,-0.3304626797956211,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,True,southampton,no,True,1,0,1,1,0,1,0
0,2,-0.48194257690488673,-0.5345451980491797,-0.5007544611783037,-0.505169579854999,True,cherbourg,no,True,1,0,0,1,0,1,0
1,1,-0.7849023711234181,-0.5345451980491797,1.8801333143627108,-0.013554655894938905,False,southampton,yes,False,0,0,1,0,0,0,1
0,1,0.5784167028599729,0.47587560314134286,-0.5007544611783037,1.1596146372182752,True,southampton,no,False,1,0,1,0,0,1,0
0,3,-1.0121222167873165,-0.5345451980491797,-0.5007544611783037,-0.7601793732481547,True,southampton,no,True,1,0,1,0,1,1,0
0,1,-0.4062026283502539,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,True,cherbourg,no,True,1,0,0,0,0,1,0
0,3,-0.10324283413172257,-0.5345451980491797,1.8801333143627108,-0.4964200372706153,False,cherbourg,no,False,0,0,0,0,1,0,1
1,3,-0.5576825254595196,-0.5345451980491797,-0.5007544611783037,-0.8243441437907325,False,southampton,yes,True,0,0,1,0,1,0,1
1,3,-0.4062026283502539,0.47587560314134286,-0.5007544611783037,-0.46998766912319206,False,southampton,yes,False,0,0,1,0,1,0,1
0,3,-0.7849023711234181,-0.5345451980491797,-0.5007544611783037,-0.8680918567126511,True,queenstown,no,True,1,1,0,0,1,1,0
0,2,-0.8606423196780509,-0.5345451980491797,-0.5007544611783037,-0.6602902203335379,True,southampton,no,True,1,0,1,1,0,1,0
0,2,-0.7849023711234181,0.47587560314134286,0.6896894265922036,0.4443395309449063,True,southampton,no,False,1,0,1,1,0,1,0
1,3,-0.1789827826863554,-0.5345451980491797,-0.5007544611783037,-0.8223404985389087,True,southampton,yes,True,1,0,1,0,1,1,0
0,3,-1.5423018566697464,1.4862964043318654,1.8801333143627108,0.34043871275534965,False,southampton,no,False,0,0,1,0,1,0,0
0,2,0.5405467285826565,-0.5345451980491797,1.8801333143627108,-0.025948382965718463,True,southampton,no,False,1,0,1,1,0,1,0
0,2,0.9571164456331371,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,True,southampton,no,True,1,0,1,1,0,1,0
0,2,1.6387759826248327,-0.5345451980491797,-0.5007544611783037,-0.6154488145885714,True,southampton,no,True,1,0,1,1,0,1,0
1,1,-0.5576825254595196,0.47587560314134286,-0.5007544611783037,1.7502087616641755,False,southampton,yes,False,0,0,1,0,0,0,1
0,3,1.9796057511206804,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,True,southampton,no,True,1,0,1,0,1,1,0
0,3,0.8435065228011879,-0.5345451980491797,1.8801333143627108,-0.5290470815677821,True,southampton,no,False,1,0,1,0,1,1,0
0,3,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,-0.8434837681940719,True,southampton,no,True,1,0,1,0,1,1,0
0,1,1.6387759826248327,-0.5345451980491797,0.6896894265922036,1.521810702041423,True,cherbourg,no,False,1,0,0,0,0,1,0
1,3,-1.0121222167873165,-0.5345451980491797,-0.5007544611783037,-0.8250747305965286,False,queenstown,yes,True,0,1,0,0,1,0,1
0,3,0.0482370629775431,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,True,southampton,no,True,1,0,1,0,1,1,0
0,3,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,-0.784424355749482,True,southampton,no,True,1,0,1,0,1,1,0
0,3,-0.10324283413172257,7.548821211475,1.8801333143627108,1.8792645147838354,True,southampton,no,False,1,0,1,0,1,1,0
0,3,1.1085963427424028,-0.5345451980491797,0.6896894265922036,-0.45905074089271236,True,southampton,no,False,1,0,1,0,1,1,0
1,2,0.8056365485238715,-0.5345451980491797,-0.5007544611783037,-0.4743624404153839,False,southampton,yes,True,0,0,1,1,0,0,1
0,3,-0.25472273124098826,-0.5345451980491797,-0.5007544611783037,-0.8232504509676845,True,southampton,no,True,1,0,1,0,1,1,0
0,3,-0.9363822682326838,-0.5345451980491797,-0.5007544611783037,-0.784424355749482,True,southampton,no,True,1,0,1,0,1,1,0
0,3,-2.148221445106809,3.50713800671291,0.6896894265922036,0.5728484376530422,False,southampton,no,False,1,0,1,0,1,0,0
1,3,-1.5423018566697464,-0.5345451980491797,1.8801333143627108,-0.26546711121322275,False,southampton,yes,False,1,0,1,0,1,0,0
1,1,-0.10324283413172257,-0.5345451980491797,0.6896894265922036,1.2427352917699204,False,southampton,yes,False,0,0,1,0,0,0,1
0,3,1.1843362912970357,0.47587560314134286,4.261021089903725,0.057172271585926776,False,southampton,no,False,0,0,1,0,1,0,1
0,1,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,-0.029229461434862325,True,southampton,no,True,1,0,1,0,0,1,0
0,3,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,1.3081731207585263,True,southampton,no,True,1,0,1,0,1,1,0
0,1,2.206825596784579,-0.5345451980491797,-0.5007544611783037,0.3021594639486709,True,southampton,no,True,1,0,1,0,0,1,0
0,3,-1.9210015994429106,3.50713800671291,0.6896894265922036,0.1107632199152771,False,queenstown,no,False,1,1,0,0,1,0,0
1,3,-2.148221445106809,0.47587560314134286,0.6896894265922036,-0.6763325066620054,False,southampton,yes,False,0,0,1,0,1,0,0
0,1,2.017475725397997,-0.5345451980491797,-0.5007544611783037,0.17948212737302674,True,cherbourg,no,True,1,0,0,0,0,1,0
0,3,-0.8606423196780509,0.47587560314134286,0.6896894265922036,-0.8197856321042687,True,southampton,no,False,1,0,1,0,1,1,0
0,3,-0.10324283413172257,2.496717205522388,0.6896894265922036,-0.049279038266977666,True,southampton,no,False,1,0,1,0,1,1,0
0,1,1.5630360340701999,-0.5345451980491797,-0.5007544611783037,0.09271728833498563,False,cherbourg,no,True,0,0,0,0,0,0,1
0,2,0.0482370629775431,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,True,southampton,no,True,1,0,1,1,0,1,0
0,3,0.5026767543053401,-0.5345451980491797,-0.5007544611783037,-1.1633889189356015,True,southampton,no,True,1,0,1,0,1,1,0
0,3,-0.10324283413172257,7.548821211475,1.8801333143627108,1.8792645147838354,False,southampton,no,False,0,0,1,0,1,0,1
0,2,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,-0.5049858394607268,True,cherbourg,no,True,1,0,0,1,0,1,0
0,3,-1.5423018566697464,3.50713800671291,1.8801333143627108,0.20974242040111785,False,southampton,no,False,1,0,1,0,1,0,0
1,2,-2.148221445106809,1.4862964043318654,0.6896894265922036,0.5427718850192231,False,southampton,yes,False,1,0,1,1,0,0,0
1,3,-1.9210015994429106,-0.5345451980491797,1.8801333143627108,-0.1998455418303449,False,southampton,yes,False,0,0,1,0,1,0,0
0,1,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,1.0239967271603274,True,southampton,no,True,1,0,1,0,0,1,0
1,3,-0.10324283413172257,0.47587560314134286,-0.5007544611783037,-0.48529936864586354,False,queenstown,yes,False,0,1,0,0,1,0,1
1,1,1.1843362912970357,-0.5345451980491797,-0.5007544611783037,-0.001887140858663212,True,southampton,yes,True,1,0,1,0,0,1,0
0,3,0.8056365485238715,0.47587560314134286,0.6896894265922036,-0.48529936864586354,True,queenstown,no,False,1,1,0,0,1,1,0
0,3,0.5026767543053401,-0.5345451980491797,-0.5007544611783037,-0.8179657272467168,True,southampton,no,True,1,0,1,0,1,1,0
1,2,0.19971696008680875,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,False,southampton,yes,True,0,0,1,1,0,0,1
0,2,-0.7849023711234181,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,True,southampton,no,True,1,0,1,1,0,1,0
1,3,-0.7849023711234181,0.47587560314134286,-0.5007544611783037,-0.8197856321042687,False,southampton,yes,False,0,0,1,0,1,0,1
1,2,-1.9967415479975434,0.47587560314134286,0.6896894265922036,-0.025948382965718463,False,southampton,yes,False,1,0,1,1,0,0,0
1,1,1.1085963427424028,-0.5345451980491797,-0.5007544611783037,0.049332681430319054,False,cherbourg,yes,True,0,0,0,0,0,0,1
1,1,2.1689556225072626,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,False,cherbourg,yes,True,0,0,0,0,0,0,1
0,3,0.9571164456331371,-0.5345451980491797,0.6896894265922036,-0.7957243899972134,True,southampton,no,False,1,0,1,0,1,1,0
0,2,-0.4062026283502539,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,False,southampton,no,True,0,0,1,1,0,0,1
0,3,-0.10324283413172257,-0.5345451980491797,-0.5007544611783037,-0.7477856461773751,True,southampton,no,True,1,0,1,0,1,1,0
0,3,0.35119685719607446,-0.5345451980491797,-0.5007544611783037,-0.8792125253374029,True,southampton,no,True,1,0,1,0,1,1,0
0,3,1.222206265574352,-0.5345451980491797,-0.5007544611783037,-0.8473116930747399,True,cherbourg,no,True,1,0,0,0,1,1,0
1,3,-0.8606423196780509,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,True,southampton,yes,True,1,0,1,0,1,1,0
0,3,-2.0724814965521765,-0.5345451980491797,0.6896894265922036,-0.7056784724900284,False,southampton,no,False,0,0,1,0,1,0,0
0,3,0.19971696008680875,0.47587560314134286,-0.5007544611783037,-0.46998766912319206,True,southampton,no,False,1,0,1,0,1,1,0
1,3,-0.25472273124098826,-0.5345451980491797,-0.5007544611783037,-0.34147876241505615,True,cherbourg,yes,True,1,0,0,0,1,1,0
1,3,-1.0121222167873165,-0.5345451980491797,-0.5007544611783037,-0.8243441437907325,False,queenstown,yes,True,0,1,0,0,1,0,1
1,1,0.8056365485238715,-0.5345451980491797,-0.5007544611783037,0.19279018164387443,True,cherbourg,yes,True,1,0,0,0,0,1,0
0,3,-0.4062026283502539,-0.5345451980491797,-0.5007544611783037,-0.8549675428360756,True,southampton,no,True,1,0,1,0,1,1,0
1,2,0.42693680575070725,-0.5345451980491797,-0.5007544611783037,-0.24468694757531137,False,southampton,yes,True,0,0,1,1,0,0,1
0,3,-0.5576825254595196,-0.5345451980491797,-0.5007544611783037,-0.8462180002516918,True,southampton,no,True,1,0,1,0,1,1,0
0,3,-0.10324283413172257,0.47587560314134286,-0.5007544611783037,-0.8243441437907325,True,queenstown,no,False,1,1,0,0,1,1,0
1,1,0.12397701153217593,0.47587560314134286,-0.5007544611783037,2.0485572268634304,False,cherbourg,yes,False,0,0,0,0,0,0,1
1,3,-0.1789827826863554,-0.5345451980491797,-0.5007544611783037,-0.8166882940293968,False,southampton,yes,True,0,0,1,0,1,0,1
0,2,0.9571164456331371,0.47587560314134286,-0.5007544611783037,0.017799329956200118,True,southampton,no,False,1,0,1,1,0,1,0
1,1,0.19971696008680875,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,False,cherbourg,yes,True,0,0,0,0,0,0,1
0,2,0.0482370629775431,-0.5345451980491797,-0.5007544611783037,-0.7040379332554565,True,southampton,no,True,1,0,1,1,0,1,0
1,3,-1.0121222167873165,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,True,southampton,yes,True,1,0,1,0,1,1,0
